classname_modelid-view,classid,azimuth,elevation
lamp_dd284c442afd361e37f2340db925336-08,03636649,198.6,12.8
lamp_dd284c442afd361e37f2340db925336-09,03636649,48.9,9.2
lamp_dd40743536da78a2bf964fc57f6a7d6d-00,03636649,17.1,17.1
lamp_dd40743536da78a2bf964fc57f6a7d6d-01,03636649,86.2,6.4
lamp_dd40743536da78a2bf964fc57f6a7d6d-02,03636649,321.1,3.5
lamp_dd40743536da78a2bf964fc57f6a7d6d-03,03636649,115.6,4.6
lamp_dd40743536da78a2bf964fc57f6a7d6d-04,03636649,274.1,-7.1
lamp_dd40743536da78a2bf964fc57f6a7d6d-05,03636649,0.4,28.6
lamp_dd40743536da78a2bf964fc57f6a7d6d-06,03636649,125.1,3.9
lamp_dd40743536da78a2bf964fc57f6a7d6d-07,03636649,252.3,-4.0
lamp_dd40743536da78a2bf964fc57f6a7d6d-08,03636649,281.5,5.2
lamp_dd40743536da78a2bf964fc57f6a7d6d-09,03636649,359.4,11.5
lamp_dd818b0269b1aa15fcb8d8c6d4df8143-00,03636649,121.4,-3.1
lamp_dd818b0269b1aa15fcb8d8c6d4df8143-01,03636649,222.8,-8.1
lamp_dd818b0269b1aa15fcb8d8c6d4df8143-02,03636649,142.9,14.8
lamp_dd818b0269b1aa15fcb8d8c6d4df8143-03,03636649,120.9,3.6
lamp_dd818b0269b1aa15fcb8d8c6d4df8143-04,03636649,341.9,39.0
lamp_dd818b0269b1aa15fcb8d8c6d4df8143-05,03636649,169.8,44.6
lamp_dd818b0269b1aa15fcb8d8c6d4df8143-06,03636649,218.8,12.4
lamp_dd818b0269b1aa15fcb8d8c6d4df8143-07,03636649,69.1,-1.7
lamp_dd818b0269b1aa15fcb8d8c6d4df8143-08,03636649,146.0,-2.1
lamp_dd818b0269b1aa15fcb8d8c6d4df8143-09,03636649,280.3,16.3
lamp_dda91a2215130be16035905876bb696-00,03636649,159.0,25.1
lamp_dda91a2215130be16035905876bb696-01,03636649,30.0,43.7
lamp_dda91a2215130be16035905876bb696-02,03636649,299.2,25.6
lamp_dda91a2215130be16035905876bb696-03,03636649,353.0,-8.8
lamp_dda91a2215130be16035905876bb696-04,03636649,155.6,34.3
lamp_dda91a2215130be16035905876bb696-05,03636649,282.1,49.2
lamp_dda91a2215130be16035905876bb696-06,03636649,152.0,-7.0
lamp_dda91a2215130be16035905876bb696-07,03636649,265.9,42.4
lamp_dda91a2215130be16035905876bb696-08,03636649,42.9,3.6
lamp_dda91a2215130be16035905876bb696-09,03636649,301.2,-12.2
lamp_ddb951343304bf1f351d9ca36f76b95-00,03636649,237.1,1.2
lamp_ddb951343304bf1f351d9ca36f76b95-01,03636649,341.7,-4.8
lamp_ddb951343304bf1f351d9ca36f76b95-02,03636649,163.8,-7.6
lamp_ddb951343304bf1f351d9ca36f76b95-03,03636649,297.0,10.3
lamp_ddb951343304bf1f351d9ca36f76b95-04,03636649,292.0,0.3
lamp_ddb951343304bf1f351d9ca36f76b95-05,03636649,357.2,45.1
lamp_ddb951343304bf1f351d9ca36f76b95-06,03636649,83.3,30.8
lamp_ddb951343304bf1f351d9ca36f76b95-07,03636649,308.8,32.0
lamp_ddb951343304bf1f351d9ca36f76b95-08,03636649,260.1,16.1
lamp_ddb951343304bf1f351d9ca36f76b95-09,03636649,268.4,19.7
lamp_ddc2beaa04d1b06f5fa701976706a45a-00,03636649,305.1,35.5
lamp_ddc2beaa04d1b06f5fa701976706a45a-01,03636649,320.1,-17.5
lamp_ddc2beaa04d1b06f5fa701976706a45a-02,03636649,29.1,24.0
lamp_ddc2beaa04d1b06f5fa701976706a45a-03,03636649,218.6,41.1
lamp_ddc2beaa04d1b06f5fa701976706a45a-04,03636649,109.4,42.3
lamp_ddc2beaa04d1b06f5fa701976706a45a-05,03636649,295.3,34.8
lamp_ddc2beaa04d1b06f5fa701976706a45a-06,03636649,289.1,27.9
lamp_ddc2beaa04d1b06f5fa701976706a45a-07,03636649,201.6,-17.9
lamp_ddc2beaa04d1b06f5fa701976706a45a-08,03636649,248.5,-11.3
lamp_ddc2beaa04d1b06f5fa701976706a45a-09,03636649,344.0,24.0
lamp_ddc2d39dac6e84506c5b8009db95f66f-00,03636649,42.0,-6.1
lamp_ddc2d39dac6e84506c5b8009db95f66f-01,03636649,127.6,36.7
lamp_ddc2d39dac6e84506c5b8009db95f66f-02,03636649,211.0,-14.5
lamp_ddc2d39dac6e84506c5b8009db95f66f-03,03636649,43.5,-13.1
lamp_ddc2d39dac6e84506c5b8009db95f66f-04,03636649,322.5,42.7
lamp_ddc2d39dac6e84506c5b8009db95f66f-05,03636649,287.8,12.0
lamp_ddc2d39dac6e84506c5b8009db95f66f-06,03636649,27.2,-16.9
lamp_ddc2d39dac6e84506c5b8009db95f66f-07,03636649,258.6,4.0
lamp_ddc2d39dac6e84506c5b8009db95f66f-08,03636649,135.3,-1.1
lamp_ddc2d39dac6e84506c5b8009db95f66f-09,03636649,307.2,24.2
lamp_dde3b4bb9fb1ad25e0d089cf3411494c-00,03636649,129.3,18.5
lamp_dde3b4bb9fb1ad25e0d089cf3411494c-01,03636649,84.0,23.7
lamp_dde3b4bb9fb1ad25e0d089cf3411494c-02,03636649,309.0,35.9
lamp_dde3b4bb9fb1ad25e0d089cf3411494c-03,03636649,107.4,15.5
lamp_dde3b4bb9fb1ad25e0d089cf3411494c-04,03636649,252.6,-19.8
lamp_dde3b4bb9fb1ad25e0d089cf3411494c-05,03636649,38.9,21.1
lamp_dde3b4bb9fb1ad25e0d089cf3411494c-06,03636649,255.3,-4.9
lamp_dde3b4bb9fb1ad25e0d089cf3411494c-07,03636649,248.4,15.0
lamp_dde3b4bb9fb1ad25e0d089cf3411494c-08,03636649,290.9,-9.2
lamp_dde3b4bb9fb1ad25e0d089cf3411494c-09,03636649,25.0,9.1
lamp_de063371e5ef119cfcb8d8c6d4df8143-00,03636649,51.8,41.0
lamp_de063371e5ef119cfcb8d8c6d4df8143-01,03636649,282.9,44.0
lamp_de063371e5ef119cfcb8d8c6d4df8143-02,03636649,51.8,17.5
lamp_de063371e5ef119cfcb8d8c6d4df8143-03,03636649,18.5,12.5
lamp_de063371e5ef119cfcb8d8c6d4df8143-04,03636649,73.8,47.0
lamp_de063371e5ef119cfcb8d8c6d4df8143-05,03636649,138.0,27.3
lamp_de063371e5ef119cfcb8d8c6d4df8143-06,03636649,38.5,3.2
lamp_de063371e5ef119cfcb8d8c6d4df8143-07,03636649,266.8,48.0
lamp_de063371e5ef119cfcb8d8c6d4df8143-08,03636649,47.5,6.8
lamp_de063371e5ef119cfcb8d8c6d4df8143-09,03636649,64.4,11.5
lamp_de26f9660d34449f6838f5d4fcdeb579-00,03636649,268.2,2.1
lamp_de26f9660d34449f6838f5d4fcdeb579-01,03636649,76.1,-15.7
lamp_de26f9660d34449f6838f5d4fcdeb579-02,03636649,336.5,31.1
lamp_de26f9660d34449f6838f5d4fcdeb579-03,03636649,244.3,8.8
lamp_de26f9660d34449f6838f5d4fcdeb579-04,03636649,64.5,-1.8
lamp_de26f9660d34449f6838f5d4fcdeb579-05,03636649,235.4,27.7
lamp_de26f9660d34449f6838f5d4fcdeb579-06,03636649,243.8,-16.2
lamp_de26f9660d34449f6838f5d4fcdeb579-07,03636649,319.1,-16.8
lamp_de26f9660d34449f6838f5d4fcdeb579-08,03636649,328.9,4.2
lamp_de26f9660d34449f6838f5d4fcdeb579-09,03636649,203.2,7.8
lamp_de5799693fbddbe3c4560b8f156e749-00,03636649,81.6,16.2
lamp_de5799693fbddbe3c4560b8f156e749-01,03636649,166.8,7.1
lamp_de5799693fbddbe3c4560b8f156e749-02,03636649,202.0,46.6
lamp_de5799693fbddbe3c4560b8f156e749-03,03636649,283.0,15.9
lamp_de5799693fbddbe3c4560b8f156e749-04,03636649,43.5,-14.5
lamp_de5799693fbddbe3c4560b8f156e749-05,03636649,101.9,8.5
lamp_de5799693fbddbe3c4560b8f156e749-06,03636649,343.3,-13.6
lamp_de5799693fbddbe3c4560b8f156e749-07,03636649,261.3,36.1
lamp_de5799693fbddbe3c4560b8f156e749-08,03636649,153.9,48.6
lamp_de5799693fbddbe3c4560b8f156e749-09,03636649,297.3,39.4
lamp_de93987085cf4dcc5208aab875b932bc-00,03636649,157.3,14.1
lamp_de93987085cf4dcc5208aab875b932bc-01,03636649,259.6,27.5
lamp_de93987085cf4dcc5208aab875b932bc-02,03636649,245.6,-2.0
lamp_de93987085cf4dcc5208aab875b932bc-03,03636649,207.1,27.3
lamp_de93987085cf4dcc5208aab875b932bc-04,03636649,328.2,23.0
lamp_de93987085cf4dcc5208aab875b932bc-05,03636649,264.8,35.9
lamp_de93987085cf4dcc5208aab875b932bc-06,03636649,102.7,-10.0
lamp_de93987085cf4dcc5208aab875b932bc-07,03636649,25.9,38.3
lamp_de93987085cf4dcc5208aab875b932bc-08,03636649,348.5,2.6
lamp_de93987085cf4dcc5208aab875b932bc-09,03636649,168.3,16.5
lamp_def342a8d095d8501ab5f696a41d80c-00,03636649,78.7,-8.6
lamp_def342a8d095d8501ab5f696a41d80c-01,03636649,94.6,-3.7
lamp_def342a8d095d8501ab5f696a41d80c-02,03636649,190.0,-14.8
lamp_def342a8d095d8501ab5f696a41d80c-03,03636649,252.0,41.1
lamp_def342a8d095d8501ab5f696a41d80c-04,03636649,151.1,23.2
lamp_def342a8d095d8501ab5f696a41d80c-05,03636649,131.5,32.1
lamp_def342a8d095d8501ab5f696a41d80c-06,03636649,117.0,21.8
lamp_def342a8d095d8501ab5f696a41d80c-07,03636649,357.2,-2.5
lamp_def342a8d095d8501ab5f696a41d80c-08,03636649,340.2,14.6
lamp_def342a8d095d8501ab5f696a41d80c-09,03636649,256.2,5.1
lamp_df0823f1c81eb6bbfcb8d8c6d4df8143-00,03636649,2.8,38.8
lamp_df0823f1c81eb6bbfcb8d8c6d4df8143-01,03636649,287.1,-2.3
lamp_df0823f1c81eb6bbfcb8d8c6d4df8143-02,03636649,84.8,33.9
lamp_df0823f1c81eb6bbfcb8d8c6d4df8143-03,03636649,163.3,-1.8
lamp_df0823f1c81eb6bbfcb8d8c6d4df8143-04,03636649,242.9,28.1
lamp_df0823f1c81eb6bbfcb8d8c6d4df8143-05,03636649,286.2,-3.0
lamp_df0823f1c81eb6bbfcb8d8c6d4df8143-06,03636649,56.7,31.6
lamp_df0823f1c81eb6bbfcb8d8c6d4df8143-07,03636649,88.8,30.5
lamp_df0823f1c81eb6bbfcb8d8c6d4df8143-08,03636649,332.1,-9.3
lamp_df0823f1c81eb6bbfcb8d8c6d4df8143-09,03636649,207.3,16.7
lamp_df22225de54de36d71d7520e3757f3e9-00,03636649,169.2,44.6
lamp_df22225de54de36d71d7520e3757f3e9-01,03636649,90.7,-11.9
lamp_df22225de54de36d71d7520e3757f3e9-02,03636649,1.3,37.4
lamp_df22225de54de36d71d7520e3757f3e9-03,03636649,298.9,-7.5
lamp_df22225de54de36d71d7520e3757f3e9-04,03636649,9.7,-9.6
lamp_df22225de54de36d71d7520e3757f3e9-05,03636649,354.4,3.5
lamp_df22225de54de36d71d7520e3757f3e9-06,03636649,130.4,17.5
lamp_df22225de54de36d71d7520e3757f3e9-07,03636649,339.6,38.4
lamp_df22225de54de36d71d7520e3757f3e9-08,03636649,17.9,-19.2
lamp_df22225de54de36d71d7520e3757f3e9-09,03636649,153.5,46.7
lamp_df31746077d19233448e1c9934d83117-00,03636649,305.3,12.4
lamp_df31746077d19233448e1c9934d83117-01,03636649,248.1,9.2
lamp_df31746077d19233448e1c9934d83117-02,03636649,224.7,26.2
lamp_df31746077d19233448e1c9934d83117-03,03636649,265.3,12.1
lamp_df31746077d19233448e1c9934d83117-04,03636649,271.9,-17.0
lamp_df31746077d19233448e1c9934d83117-05,03636649,3.2,21.5
lamp_df31746077d19233448e1c9934d83117-06,03636649,34.0,34.7
lamp_df31746077d19233448e1c9934d83117-07,03636649,283.8,35.7
lamp_df31746077d19233448e1c9934d83117-08,03636649,223.4,18.0
lamp_df31746077d19233448e1c9934d83117-09,03636649,349.9,-10.0
lamp_df4e44114543e805fcb8d8c6d4df8143-00,03636649,39.9,-12.2
lamp_df4e44114543e805fcb8d8c6d4df8143-01,03636649,323.5,41.4
lamp_df4e44114543e805fcb8d8c6d4df8143-02,03636649,211.1,36.5
lamp_df4e44114543e805fcb8d8c6d4df8143-03,03636649,95.2,-1.5
lamp_df4e44114543e805fcb8d8c6d4df8143-04,03636649,233.5,27.1
lamp_df4e44114543e805fcb8d8c6d4df8143-05,03636649,201.0,26.0
lamp_df4e44114543e805fcb8d8c6d4df8143-06,03636649,198.6,-6.1
lamp_df4e44114543e805fcb8d8c6d4df8143-07,03636649,22.7,-0.7
lamp_df4e44114543e805fcb8d8c6d4df8143-08,03636649,109.2,12.0
lamp_df4e44114543e805fcb8d8c6d4df8143-09,03636649,194.5,44.2
lamp_df908dc58159c82b1b3ffe2c05ec7aca-00,03636649,193.9,-12.6
lamp_df908dc58159c82b1b3ffe2c05ec7aca-01,03636649,169.1,20.6
lamp_df908dc58159c82b1b3ffe2c05ec7aca-02,03636649,257.2,21.9
lamp_df908dc58159c82b1b3ffe2c05ec7aca-03,03636649,174.1,15.0
lamp_df908dc58159c82b1b3ffe2c05ec7aca-04,03636649,98.6,40.3
lamp_df908dc58159c82b1b3ffe2c05ec7aca-05,03636649,244.4,-12.4
lamp_df908dc58159c82b1b3ffe2c05ec7aca-06,03636649,145.2,6.6
lamp_df908dc58159c82b1b3ffe2c05ec7aca-07,03636649,284.5,49.2
lamp_df908dc58159c82b1b3ffe2c05ec7aca-08,03636649,173.9,37.9
lamp_df908dc58159c82b1b3ffe2c05ec7aca-09,03636649,73.1,39.3
lamp_dfb6553d8e04cbaae1263552aa9a2d35-00,03636649,233.8,32.9
lamp_dfb6553d8e04cbaae1263552aa9a2d35-01,03636649,358.2,-2.6
lamp_dfb6553d8e04cbaae1263552aa9a2d35-02,03636649,26.3,14.9
lamp_dfb6553d8e04cbaae1263552aa9a2d35-03,03636649,91.4,37.2
lamp_dfb6553d8e04cbaae1263552aa9a2d35-04,03636649,79.8,0.2
lamp_dfb6553d8e04cbaae1263552aa9a2d35-05,03636649,83.3,42.7
lamp_dfb6553d8e04cbaae1263552aa9a2d35-06,03636649,183.8,38.8
lamp_dfb6553d8e04cbaae1263552aa9a2d35-07,03636649,105.5,37.4
lamp_dfb6553d8e04cbaae1263552aa9a2d35-08,03636649,221.1,34.7
lamp_dfb6553d8e04cbaae1263552aa9a2d35-09,03636649,260.4,-9.5
lamp_dfd06ea82f5a5b324aeb986669a16017-00,03636649,323.2,36.6
lamp_dfd06ea82f5a5b324aeb986669a16017-01,03636649,56.1,18.7
lamp_dfd06ea82f5a5b324aeb986669a16017-02,03636649,328.4,32.6
lamp_dfd06ea82f5a5b324aeb986669a16017-03,03636649,244.7,-14.9
lamp_dfd06ea82f5a5b324aeb986669a16017-04,03636649,229.9,8.0
lamp_dfd06ea82f5a5b324aeb986669a16017-05,03636649,265.6,19.3
lamp_dfd06ea82f5a5b324aeb986669a16017-06,03636649,77.7,24.8
lamp_dfd06ea82f5a5b324aeb986669a16017-07,03636649,49.2,18.4
lamp_dfd06ea82f5a5b324aeb986669a16017-08,03636649,178.8,-14.4
lamp_dfd06ea82f5a5b324aeb986669a16017-09,03636649,81.5,44.8
lamp_dfe800d8d8642e9647bc3701b998a7d5-00,03636649,109.1,20.5
lamp_dfe800d8d8642e9647bc3701b998a7d5-01,03636649,252.8,12.4
lamp_dfe800d8d8642e9647bc3701b998a7d5-02,03636649,51.3,38.5
lamp_dfe800d8d8642e9647bc3701b998a7d5-03,03636649,178.5,-3.2
lamp_dfe800d8d8642e9647bc3701b998a7d5-04,03636649,335.5,28.0
lamp_dfe800d8d8642e9647bc3701b998a7d5-05,03636649,352.9,33.6
lamp_dfe800d8d8642e9647bc3701b998a7d5-06,03636649,95.4,25.2
lamp_dfe800d8d8642e9647bc3701b998a7d5-07,03636649,348.8,21.0
lamp_dfe800d8d8642e9647bc3701b998a7d5-08,03636649,296.3,-12.0
lamp_dfe800d8d8642e9647bc3701b998a7d5-09,03636649,306.1,-16.5
lamp_e001d10c9aed09d9947a4fb398a91722-00,03636649,121.0,1.6
lamp_e001d10c9aed09d9947a4fb398a91722-01,03636649,165.9,33.4
lamp_e001d10c9aed09d9947a4fb398a91722-02,03636649,311.2,-13.1
lamp_e001d10c9aed09d9947a4fb398a91722-03,03636649,289.5,-2.2
lamp_e001d10c9aed09d9947a4fb398a91722-04,03636649,81.1,27.5
lamp_e001d10c9aed09d9947a4fb398a91722-05,03636649,168.7,33.1
lamp_e001d10c9aed09d9947a4fb398a91722-06,03636649,177.9,3.7
lamp_e001d10c9aed09d9947a4fb398a91722-07,03636649,123.0,17.6
lamp_e001d10c9aed09d9947a4fb398a91722-08,03636649,337.0,31.8
lamp_e001d10c9aed09d9947a4fb398a91722-09,03636649,2.0,-2.4
lamp_e02cc9c4cac285419cb07ecb5b4102-00,03636649,61.7,-7.9
lamp_e02cc9c4cac285419cb07ecb5b4102-01,03636649,50.7,-6.4
lamp_e02cc9c4cac285419cb07ecb5b4102-02,03636649,120.1,6.7
lamp_e02cc9c4cac285419cb07ecb5b4102-03,03636649,25.6,31.2
lamp_e02cc9c4cac285419cb07ecb5b4102-04,03636649,272.1,7.9
lamp_e02cc9c4cac285419cb07ecb5b4102-05,03636649,297.9,33.7
lamp_e02cc9c4cac285419cb07ecb5b4102-06,03636649,11.9,27.5
lamp_e02cc9c4cac285419cb07ecb5b4102-07,03636649,356.2,12.6
lamp_e02cc9c4cac285419cb07ecb5b4102-08,03636649,258.2,13.0
lamp_e02cc9c4cac285419cb07ecb5b4102-09,03636649,94.4,12.1
lamp_e02e79e028662e9ffcb8d8c6d4df8143-00,03636649,349.2,-19.8
lamp_e02e79e028662e9ffcb8d8c6d4df8143-01,03636649,295.4,39.5
lamp_e02e79e028662e9ffcb8d8c6d4df8143-02,03636649,295.1,11.8
lamp_e02e79e028662e9ffcb8d8c6d4df8143-03,03636649,13.0,-13.8
lamp_e02e79e028662e9ffcb8d8c6d4df8143-04,03636649,127.8,-6.3
lamp_e02e79e028662e9ffcb8d8c6d4df8143-05,03636649,200.8,-13.7
lamp_e02e79e028662e9ffcb8d8c6d4df8143-06,03636649,222.2,20.0
lamp_e02e79e028662e9ffcb8d8c6d4df8143-07,03636649,230.6,35.2
lamp_e02e79e028662e9ffcb8d8c6d4df8143-08,03636649,262.3,26.4
lamp_e02e79e028662e9ffcb8d8c6d4df8143-09,03636649,97.3,45.9
lamp_e04e5a96efd77a6ed2f5c44a5922d7b9-00,03636649,66.6,-10.2
lamp_e04e5a96efd77a6ed2f5c44a5922d7b9-01,03636649,214.2,14.1
lamp_e04e5a96efd77a6ed2f5c44a5922d7b9-02,03636649,107.9,6.1
lamp_e04e5a96efd77a6ed2f5c44a5922d7b9-03,03636649,78.7,31.2
lamp_e04e5a96efd77a6ed2f5c44a5922d7b9-04,03636649,298.3,16.6
lamp_e04e5a96efd77a6ed2f5c44a5922d7b9-05,03636649,38.5,19.9
lamp_e04e5a96efd77a6ed2f5c44a5922d7b9-06,03636649,153.5,32.2
lamp_e04e5a96efd77a6ed2f5c44a5922d7b9-07,03636649,259.2,-13.8
lamp_e04e5a96efd77a6ed2f5c44a5922d7b9-08,03636649,298.4,18.9
lamp_e04e5a96efd77a6ed2f5c44a5922d7b9-09,03636649,178.5,2.4
lamp_e053e531fc4341b5fcb8d8c6d4df8143-00,03636649,319.9,2.2
lamp_e053e531fc4341b5fcb8d8c6d4df8143-01,03636649,24.6,40.5
lamp_e053e531fc4341b5fcb8d8c6d4df8143-02,03636649,182.7,27.1
lamp_e053e531fc4341b5fcb8d8c6d4df8143-03,03636649,260.5,22.3
lamp_e053e531fc4341b5fcb8d8c6d4df8143-04,03636649,298.7,1.0
lamp_e053e531fc4341b5fcb8d8c6d4df8143-05,03636649,115.4,-19.0
lamp_e053e531fc4341b5fcb8d8c6d4df8143-06,03636649,48.8,18.3
lamp_e053e531fc4341b5fcb8d8c6d4df8143-07,03636649,337.2,-5.5
lamp_e053e531fc4341b5fcb8d8c6d4df8143-08,03636649,139.8,8.7
lamp_e053e531fc4341b5fcb8d8c6d4df8143-09,03636649,197.5,31.7
lamp_e0577be012414515fcb8d8c6d4df8143-00,03636649,218.6,-2.4
lamp_e0577be012414515fcb8d8c6d4df8143-01,03636649,105.2,43.3
lamp_e0577be012414515fcb8d8c6d4df8143-02,03636649,216.1,-18.2
lamp_e0577be012414515fcb8d8c6d4df8143-03,03636649,304.0,26.6
lamp_e0577be012414515fcb8d8c6d4df8143-04,03636649,287.3,25.7
lamp_e0577be012414515fcb8d8c6d4df8143-05,03636649,239.8,34.4
lamp_e0577be012414515fcb8d8c6d4df8143-06,03636649,199.6,-19.9
lamp_e0577be012414515fcb8d8c6d4df8143-07,03636649,109.3,22.5
lamp_e0577be012414515fcb8d8c6d4df8143-08,03636649,104.7,2.8
lamp_e0577be012414515fcb8d8c6d4df8143-09,03636649,316.4,37.0
lamp_e062fc06dd5e0e01469ef73f4f6c51df-00,03636649,284.6,36.8
lamp_e062fc06dd5e0e01469ef73f4f6c51df-01,03636649,198.7,39.9
lamp_e062fc06dd5e0e01469ef73f4f6c51df-02,03636649,335.7,45.7
lamp_e062fc06dd5e0e01469ef73f4f6c51df-03,03636649,284.4,13.8
lamp_e062fc06dd5e0e01469ef73f4f6c51df-04,03636649,66.0,27.5
lamp_e062fc06dd5e0e01469ef73f4f6c51df-05,03636649,162.5,18.2
lamp_e062fc06dd5e0e01469ef73f4f6c51df-06,03636649,270.0,6.4
lamp_e062fc06dd5e0e01469ef73f4f6c51df-07,03636649,328.8,39.5
lamp_e062fc06dd5e0e01469ef73f4f6c51df-08,03636649,352.7,-17.1
lamp_e062fc06dd5e0e01469ef73f4f6c51df-09,03636649,269.7,47.3
lamp_e083ee4f045402b2806fa01b99bcd24-00,03636649,5.9,14.1
lamp_e083ee4f045402b2806fa01b99bcd24-01,03636649,150.0,29.3
lamp_e083ee4f045402b2806fa01b99bcd24-02,03636649,49.8,48.9
lamp_e083ee4f045402b2806fa01b99bcd24-03,03636649,312.9,21.4
lamp_e083ee4f045402b2806fa01b99bcd24-04,03636649,154.6,40.3
lamp_e083ee4f045402b2806fa01b99bcd24-05,03636649,32.8,34.8
lamp_e083ee4f045402b2806fa01b99bcd24-06,03636649,228.1,27.2
lamp_e083ee4f045402b2806fa01b99bcd24-07,03636649,4.5,4.6
lamp_e083ee4f045402b2806fa01b99bcd24-08,03636649,177.5,-14.1
lamp_e083ee4f045402b2806fa01b99bcd24-09,03636649,73.0,24.6
lamp_e0a2948797cc33b2e19a0cc107ada7cd-00,03636649,330.9,10.4
lamp_e0a2948797cc33b2e19a0cc107ada7cd-01,03636649,303.1,12.0
lamp_e0a2948797cc33b2e19a0cc107ada7cd-02,03636649,215.9,24.3
lamp_e0a2948797cc33b2e19a0cc107ada7cd-03,03636649,321.4,33.4
lamp_e0a2948797cc33b2e19a0cc107ada7cd-04,03636649,327.1,29.1
lamp_e0a2948797cc33b2e19a0cc107ada7cd-05,03636649,153.7,-3.3
lamp_e0a2948797cc33b2e19a0cc107ada7cd-06,03636649,126.9,-2.0
lamp_e0a2948797cc33b2e19a0cc107ada7cd-07,03636649,247.3,21.6
lamp_e0a2948797cc33b2e19a0cc107ada7cd-08,03636649,337.8,20.4
lamp_e0a2948797cc33b2e19a0cc107ada7cd-09,03636649,136.2,21.7
lamp_e0a99ab7c7a0d2d4e59f529cd1b6faa8-00,03636649,316.9,-19.4
lamp_e0a99ab7c7a0d2d4e59f529cd1b6faa8-01,03636649,297.2,-6.0
lamp_e0a99ab7c7a0d2d4e59f529cd1b6faa8-02,03636649,152.7,-12.3
lamp_e0a99ab7c7a0d2d4e59f529cd1b6faa8-03,03636649,26.5,45.7
lamp_e0a99ab7c7a0d2d4e59f529cd1b6faa8-04,03636649,51.9,38.6
lamp_e0a99ab7c7a0d2d4e59f529cd1b6faa8-05,03636649,101.6,-11.4
lamp_e0a99ab7c7a0d2d4e59f529cd1b6faa8-06,03636649,29.7,-14.8
lamp_e0a99ab7c7a0d2d4e59f529cd1b6faa8-07,03636649,88.4,7.5
lamp_e0a99ab7c7a0d2d4e59f529cd1b6faa8-08,03636649,1.0,3.9
lamp_e0a99ab7c7a0d2d4e59f529cd1b6faa8-09,03636649,187.8,4.0
lamp_e0aa085dfdb0ac03ef3a2c64cef919d0-00,03636649,114.9,42.4
lamp_e0aa085dfdb0ac03ef3a2c64cef919d0-01,03636649,105.2,32.4
lamp_e0aa085dfdb0ac03ef3a2c64cef919d0-02,03636649,221.5,20.8
lamp_e0aa085dfdb0ac03ef3a2c64cef919d0-03,03636649,200.9,5.8
lamp_e0aa085dfdb0ac03ef3a2c64cef919d0-04,03636649,211.5,19.3
lamp_e0aa085dfdb0ac03ef3a2c64cef919d0-05,03636649,179.5,33.9
lamp_e0aa085dfdb0ac03ef3a2c64cef919d0-06,03636649,241.2,38.9
lamp_e0aa085dfdb0ac03ef3a2c64cef919d0-07,03636649,271.2,32.3
lamp_e0aa085dfdb0ac03ef3a2c64cef919d0-08,03636649,49.3,39.6
lamp_e0aa085dfdb0ac03ef3a2c64cef919d0-09,03636649,102.8,8.7
lamp_e0e365a2927a7a73bafad60030e6ab60-00,03636649,37.1,42.2
lamp_e0e365a2927a7a73bafad60030e6ab60-01,03636649,30.1,42.1
lamp_e0e365a2927a7a73bafad60030e6ab60-02,03636649,126.8,3.1
lamp_e0e365a2927a7a73bafad60030e6ab60-03,03636649,178.4,-2.3
lamp_e0e365a2927a7a73bafad60030e6ab60-04,03636649,88.4,28.9
lamp_e0e365a2927a7a73bafad60030e6ab60-05,03636649,63.9,-4.9
lamp_e0e365a2927a7a73bafad60030e6ab60-06,03636649,0.3,45.4
lamp_e0e365a2927a7a73bafad60030e6ab60-07,03636649,343.1,-17.6
lamp_e0e365a2927a7a73bafad60030e6ab60-08,03636649,123.7,19.9
lamp_e0e365a2927a7a73bafad60030e6ab60-09,03636649,127.1,29.0
lamp_e11d2e065d90200c7543d7dbfecfffbe-00,03636649,226.0,-0.9
lamp_e11d2e065d90200c7543d7dbfecfffbe-01,03636649,160.6,7.6
lamp_e11d2e065d90200c7543d7dbfecfffbe-02,03636649,187.5,48.4
lamp_e11d2e065d90200c7543d7dbfecfffbe-03,03636649,165.4,7.3
lamp_e11d2e065d90200c7543d7dbfecfffbe-04,03636649,88.1,3.5
lamp_e11d2e065d90200c7543d7dbfecfffbe-05,03636649,250.2,42.3
lamp_e11d2e065d90200c7543d7dbfecfffbe-06,03636649,314.1,6.6
lamp_e11d2e065d90200c7543d7dbfecfffbe-07,03636649,170.3,39.2
lamp_e11d2e065d90200c7543d7dbfecfffbe-08,03636649,147.2,17.1
lamp_e11d2e065d90200c7543d7dbfecfffbe-09,03636649,159.5,21.8
lamp_e120efa70ef8efa71ce05d96d33be415-00,03636649,186.3,-9.9
lamp_e120efa70ef8efa71ce05d96d33be415-01,03636649,143.5,6.3
lamp_e120efa70ef8efa71ce05d96d33be415-02,03636649,228.8,27.5
lamp_e120efa70ef8efa71ce05d96d33be415-03,03636649,328.3,49.3
lamp_e120efa70ef8efa71ce05d96d33be415-04,03636649,5.2,-12.9
lamp_e120efa70ef8efa71ce05d96d33be415-05,03636649,265.4,34.5
lamp_e120efa70ef8efa71ce05d96d33be415-06,03636649,149.4,18.7
lamp_e120efa70ef8efa71ce05d96d33be415-07,03636649,291.9,11.0
lamp_e120efa70ef8efa71ce05d96d33be415-08,03636649,134.1,-14.2
lamp_e120efa70ef8efa71ce05d96d33be415-09,03636649,198.4,16.4
lamp_e12e898cceec4e23f51f77a6d7299806-00,03636649,27.3,42.9
